age,sibsp,parch,fare,pclass_1,pclass_2,pclass_3,sex_female,sex_male,embarked_C,embarked_Q,embarked_S,survived
22.0,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
38.0,0.4327933656785018,-0.4736736092984604,0.7868452935884461,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
26.0,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
35.0,0.4327933656785018,-0.4736736092984604,0.4207302360686478,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
35.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
54.0,-0.47454519624983954,-0.4736736092984604,0.395813560675251,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
27.0,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
14.0,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4.0,0.4327933656785018,0.7676298785983874,-0.312172377522981,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
58.0,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
20.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
39.0,0.4327933656785018,5.73284383018578,-0.01870931177853076,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
14.0,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
55.0,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
2.0,3.1548090514635256,0.7676298785983874,-0.06199888922968463,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
31.0,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
27.915708812260537,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
35.0,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
34.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
15.0,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
28.0,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
8.0,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
38.0,0.4327933656785018,5.73284383018578,-0.016444159470040135,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
19.0,2.2474704895351842,2.0089333664952354,4.647001076532463,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27.915708812260537,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
40.0,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27.915708812260537,0.4327933656785018,-0.4736736092984604,2.301728820789,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
27.915708812260537,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
66.0,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28.0,0.4327933656785018,-0.4736736092984604,1.0060617003323709,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
42.0,0.4327933656785018,-0.4736736092984604,0.39858208016340624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
21.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
18.0,1.340131927606843,-0.4736736092984604,-0.2859972841804228,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
14.0,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
40.0,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
27.0,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
3.0,0.4327933656785018,2.0089333664952354,0.18876253192945994,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
19.0,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
27.915708812260537,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
32.98441247002398,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
18.0,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
7.0,3.1548090514635256,0.7676298785983874,0.1506737441786005,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
21.0,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
49.0,0.4327933656785018,-0.4736736092984604,0.8964967865378598,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
29.0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
65.0,-0.47454519624983954,0.7676298785983874,0.5995101505357573,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
21.0,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
28.5,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
5.0,0.4327933656785018,2.0089333664952354,-0.08968408411123653,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
11.0,4.0621476133918675,2.0089333664952354,0.2958951755118318,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
22.0,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
38.0,-0.47454519624983954,-0.4736736092984604,0.962353321387736,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
45.0,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,2.2474704895351842,2.0089333664952354,-0.08666388103324908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
4.574166666666667,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
29.0,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
19.0,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
17.0,3.1548090514635256,2.0089333664952354,-0.4888542575852486,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
26.0,1.340131927606843,-0.4736736092984604,-0.47400492578514347,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.0,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
16.0,4.0621476133918675,2.0089333664952354,0.2958951755118318,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
21.0,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
32.0,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
25.0,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.83,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
30.0,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
22.0,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29.0,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
27.915708812260537,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
28.0,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
17.0,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
33.0,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
16.0,0.4327933656785018,3.250236854392083,0.04370821849987721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
23.0,2.2474704895351842,2.0089333664952354,4.647001076532463,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
24.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
20.0,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46.0,0.4327933656785018,-0.4736736092984604,0.5833178351003071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,0.4327933656785018,2.0089333664952354,-0.23415046467497105,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
59.0,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
71.0,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
23.0,-0.47454519624983954,0.7676298785983874,0.6272778976347743,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
34.0,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
34.0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
21.0,-0.47454519624983954,0.7676298785983874,0.907737982394129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33.0,-0.47454519624983954,-0.4736736092984604,-0.4741720436887921,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
37.0,1.340131927606843,-0.4736736092984604,-0.4888542575852486,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
28.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
21.0,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
38.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
27.915708812260537,0.4327933656785018,-0.4736736092984604,-0.1621689579829361,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
47.0,-0.47454519624983954,-0.4736736092984604,0.39858208016340624,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
14.5,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
22.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
20.0,0.4327933656785018,-0.4736736092984604,-0.4505983519307405,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
17.0,-0.47454519624983954,-0.4736736092984604,-0.3573083057891445,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
21.0,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
70.5,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
29.0,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
24.0,-0.47454519624983954,0.7676298785983874,4.335332226633905,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2.0,3.1548090514635256,2.0089333664952354,-0.01870931177853076,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
21.0,1.340131927606843,-0.4736736092984604,0.8314778546749452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.5,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
32.5,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
54.0,-0.47454519624983954,0.7676298785983874,0.907737982394129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
12.0,0.4327933656785018,-0.4736736092984604,-0.42207354059350805,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
24.0,-0.47454519624983954,-0.4736736092984604,-0.5046257580584992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
27.915708812260537,0.4327933656785018,0.7676298785983874,-0.19824427701513722,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
45.0,-0.47454519624983954,-0.4736736092984604,-0.5079822104125026,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
33.0,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
20.0,-0.47454519624983954,-0.4736736092984604,-0.5064721088735089,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
47.0,0.4327933656785018,-0.4736736092984604,-0.35646868933346404,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
29.0,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
25.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
23.0,-0.47454519624983954,-0.4736736092984604,-0.3454791770670269,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
19.0,-0.47454519624983954,2.0089333664952354,-0.11921562980779811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
37.0,0.4327933656785018,-0.4736736092984604,0.4207302360686478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
16.0,-0.47454519624983954,-0.4736736092984604,-0.4628462821463391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
24.0,-0.47454519624983954,-0.4736736092984604,0.9462455716384695,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27.915708812260537,-0.47454519624983954,2.0089333664952354,-0.3414522396297103,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
22.0,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
24.0,0.4327933656785018,-0.4736736092984604,-0.32928686163157667,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
19.0,-0.47454519624983954,-0.4736736092984604,-0.5125125150294839,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
18.0,-0.47454519624983954,-0.4736736092984604,-0.41687275089321363,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
19.0,0.4327933656785018,0.7676298785983874,0.09152810056801232,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
27.0,-0.47454519624983954,-0.4736736092984604,-0.49145565916975514,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
9.0,1.340131927606843,2.0089333664952354,0.04370821849987721,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
36.5,-0.47454519624983954,2.0089333664952354,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,-0.47454519624983954,-0.4736736092984604,-0.39623469652696586,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
22.0,0.4327933656785018,-0.4736736092984604,0.6925485130875209,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
55.5,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
40.5,-0.47454519624983954,2.0089333664952354,-0.35646868933346404,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.5011867534870308,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
51.0,-0.47454519624983954,0.7676298785983874,0.5874293382238074,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
16.0,-0.47454519624983954,-0.4736736092984604,-0.49271407711891657,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
30.0,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
4.574166666666667,6.784163299176891,2.0089333664952354,0.7519458402879414,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
44.0,-0.47454519624983954,0.7676298785983874,-0.32425318983493084,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
40.0,-0.47454519624983954,-0.4736736092984604,-0.331300330350235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
26.0,-0.47454519624983954,-0.4736736092984604,-0.4918744606632361,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
17.0,-0.47454519624983954,-0.4736736092984604,-0.47400492578514347,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
1.0,3.1548090514635256,0.7676298785983874,0.1506737441786005,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
9.0,-0.47454519624983954,2.0089333664952354,-0.2351571990343002,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
27.915708812260537,-0.47454519624983954,0.7676298785983874,0.4589861417231558,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
45.0,0.4327933656785018,4.491540342288931,-0.08666388103324908,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
32.98441247002398,-0.47454519624983954,-0.4736736092984604,-0.12642988822675086,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
28.0,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
61.0,-0.47454519624983954,-0.4736736092984604,0.026090367211616904,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
4.0,3.1548090514635256,0.7676298785983874,-0.06199888922968463,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.4327933656785018,0.7676298785983874,-0.4242561406845337,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
21.0,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
56.0,-0.47454519624983954,-0.4736736092984604,-0.030371322596999754,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
18.0,0.4327933656785018,0.7676298785983874,-0.4902797934380587,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
4.574166666666667,2.2474704895351842,0.7676298785983874,-0.13565761536436197,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
